Review ID,User Name,Review Content,Rating,Helpful Count,App Version,Review Date
5c8ef1a8-d3ae-498a-9ee7-c0105c91ddbe,Brenda Morgan,I did not order Calm or a recurring Calm service. must have been fine print but how in the !;@^& did they get my C.C. information and bill me $39.99 a mon and recurring. DONT LIKE THIS SCAM,1,0,,2025-04-24 15:33:07
dc0f1623-87fa-4ef7-b55f-e812b463c1c7,Lynn Fahy,been trying to cancel for days and it will not cancel,1,0,6.68.1,2025-04-24 15:17:25
ee3193e4-4cb2-40c0-87d2-3e922ad9605b,King Augustin,"the greatest app ever created help me alot, the best investment I made!! a lot of people don't understand how important it is to have a right mind",5,0,6.68.1,2025-04-24 07:59:34
b09a31ed-3ec8-4e66-9875-3585a597e081,Art Russell,Love it. Calm does exactly what it says----CALM,4,0,6.68.1,2025-04-23 23:48:39
3c6f90c7-2515-496b-9591-3432381025f8,Debra Edwards,very helpful,5,0,6.68.1,2025-04-23 23:21:44
b14a876e-ceed-46e2-88f2-66648a8fec33,Sophia Reategui,to be one step it's good just needs like a section where's free music stories u know but very good to use,4,0,6.68.1,2025-04-23 22:41:28
1b3a3abc-443a-4e9a-b92a-d8c865996025,Tyler Whiting,I feel calm,5,0,6.68.1,2025-04-23 20:06:45
b2a19283-201f-4f8d-8edd-dee43a2f399b,Gregory Hutcherson,Great+++,5,0,,2025-04-23 19:59:32
62468b1e-9ded-436d-9c63-4fef619fab56,Linda Coulter,felt relaxed to the max! thank you!!,5,0,6.65,2025-04-23 19:18:42
4142a9b4-dbd0-4f87-bd7b-b69802ddab9e,John Egan,definitely not free. kind of a bummer but at least there's youtube.,2,0,6.68.1,2025-04-23 18:02:08
247152e8-63a4-479f-bc64-4bfdfa9a2e6a,Laura Bidmead,The cast option is no longer available so I cannot listen to stories through the Google speakers or cast stories into my son's bedroom anymore.,1,22,6.68.1,2025-04-23 15:42:59
9521360e-9c5a-4830-8d0d-6c47b2597f29,Suman Mondal,nice,5,0,6.68.1,2025-04-23 08:05:56
6d75dc30-e77c-4cf0-b3b7-44f98fa96fd1,Zhen Xu,calming and amazing,5,0,6.68.1,2025-04-23 06:29:09
0fef2bf4-a05e-4c02-be30-d4ac2471b6bc,Adam Robertson,love the rain forest sounds like it's in the jungle home I'm in it.,5,0,6.68.1,2025-04-23 04:39:55
efc2572d-cba4-4a86-92e1-d6e14f1f5dea,Tony Mendez,"so far I really like the app, it sucks that there isn't any kind of free version except if you can refer about 30 friends but it's really cool that it's an option. I'm new but so far I really like it. You can do a daily journal and daily mood, track sleep, and a whole lot more. I think it's worth it.",5,5,6.68.1,2025-04-23 03:06:36
8fa0815f-8fb8-4869-a298-8b08f00a6c32,Bill Kampen,very relaxing and smooth sounds to help you sleep better.,5,0,6.68.1,2025-04-23 00:12:15
12bd2449-1d02-4bc5-97e9-3eebb1eb3a4e,Jen fox,"Really love this app and the content is good, we use the sleep stories every night. There used to be a new kids sleep story most weeks, then that slowed down to one a month. Now there are no new ones ever! It's a shame, there's some brilliant readers who are real favourites at bedtime, we'd love more from them (Isaiah, Steven and Bhav are our favourites!) I like these stories too, they're gentle and kid appropriate, but good for grown ups too. I'll see how long the back catalogue lasts us.",3,85,6.68.1,2025-04-22 18:50:31
2ca8b37d-6543-4518-b857-b312e47921e5,Paul Berg,Big RIP OFF. WAY overcharged!!!! Can't cancel by uninstalling!!!! Con game.,1,0,6.68.1,2025-04-22 17:54:44
66ef006d-902a-4cb0-9b08-81f3913092bb,Stephanie Roche,really helped relax my anxiety and my nerves I just hope I sleep better tonight I think I will do it will really hellp me,5,0,6.68.1,2025-04-22 16:54:08
67c0a35b-c67f-48c3-afb8-f9e982ac3752,Jeffery Cothran,This app is not free and the fact the monthly bill is 6.66 is creepy in it's self 👿👹,1,0,,2025-04-22 14:51:10
f96442f0-bc32-41b8-8f87-471040729596,Itz Minebro,bro what the hell is this pay2win content everywhere I'm so tired,1,0,,2025-04-22 06:17:16
066d0b56-8da4-42f9-a2d9-4c146d0070d3,Diane Jordan,STARTING TO WIND DOWN TENSE SHOULDERS NECK. WAREFALLS IN SOOTHING I NEED SOMETHING ALITTLE DIFFRENT BUT HEY U GUYS GET OUT AND BREATHE,2,0,6.68.1,2025-04-22 02:36:44
94320078-3a95-4ee4-962b-da102b9b4683,Sean Og O Conaire,Poor user experience and buggy (slow and search is poor) but great content.,4,0,6.68.1,2025-04-22 00:51:46
659592f9-8801-4f4d-a753-745536e3567a,G G (Diahann),Very calming sounds...,5,0,,2025-04-22 00:01:55
e2249c24-90bd-495c-a8b3-d09a7b2d19b9,Daniel Gil,sleep music repertoire is limited,2,0,6.68.1,2025-04-21 23:51:10
baab0028-2aa0-485c-9ec5-5e9454a8b71d,David Mallory,"This seems like it could be a useful app, if you're willing to spend money on it. There's hardly anything that I saw available for free users and I gave up on it pretty quickly.",1,0,,2025-04-21 22:44:51
4d63f2eb-bf6b-4149-8a1b-cd17aeb3b5e0,Krissandra Pohl,"It helped me sleep deeper 1,000,000/10 Recommend it",5,0,6.68.1,2025-04-21 22:14:36
d6583232-e5f1-49b5-a051-94d3d31307fb,Edgar Cruz,awesome app,5,0,6.68.1,2025-04-21 22:10:40
8d1d05bb-2f37-43d5-a652-27169ea279dc,Mathangi C,it is really calm and supporting my mindfulness journey,5,0,6.68.1,2025-04-21 16:06:34
b8074b41-8564-4b00-90a2-4a709d618cd2,Cheryl Little,ridiculous-didnt help at all,1,0,6.68.1,2025-04-21 09:09:55
5a33da59-6f72-48cd-9b19-e318b8a80bb1,Darlene Fleury,it's so calming would recommend 😌 ☺️ 😊,5,0,6.68.1,2025-04-20 20:15:30
41f38b4c-572b-4d26-8f90-f8622a2d0acb,Troy Cox,I'm still awake but feel Lil better,4,0,6.68.1,2025-04-20 16:33:59
e2fb1cbe-f4d2-42dd-8a06-6942ee9703c7,geraldine IACOVO,how are you a calming ap if I have to answer a million question subscribe I have to jump up and down to relax,1,0,,2025-04-20 15:26:40
b1a63508-cd01-4763-9820-769031d2520a,Princess Sarah Jonah,awesome 👍,5,0,6.68.1,2025-04-20 14:07:27
884d1969-8e55-40d2-b60e-88ed943aca53,Mal,Too expensive,1,0,,2025-04-20 14:06:09
4b2a20ac-157c-45b6-a7b7-188aea9876b1,Darren Johnson,The apps are cool 😎. they use to have a lot of ads. I had to pay to get them off.,5,0,6.67,2025-04-20 13:10:45
6b082c27-7385-4cd7-b18d-25b0cb6072d8,Cassiah Murphy,free trial is kind of upsetting,5,0,6.68.1,2025-04-20 12:40:21
fc6a4fe6-005d-4170-933a-6fe70269eefe,James Sessford,I love the calm app use it everyday. sometimes v short sessions sometimes longer. there's something for everyone,5,0,6.68.1,2025-04-20 11:40:16
a6b851e1-c81c-4467-8ba0-832a9c2d5be2,Jaime Vives,Doo doo,1,0,,2025-04-20 09:29:09
bc6e4e13-9d5b-4867-8f8d-b8001e484bb5,Kevin Gotchet,"The app seems to provide a decent amount of functions for the fee and I could justify paying for it if it weren't for the fact that I chose it for the white noise options and every night whichever white noise I select switches over to peacock noises (or some equally annoying bird) at some random point in the night. This has happened every night, no matter which noise I select. I'll be deleting and seeking another option.",3,6,6.68.1,2025-04-20 07:56:49
b7679b6f-5ccf-4805-9074-62802f066c2a,L Williams,"immediately demands login information including your name, then begins the sales process. if you're not interested in paying immediately, pretty much don't bother",2,0,5.13,2025-04-20 01:35:19
7e4cf68e-884e-4ba1-a77b-d1bd9734884a,ChaseOh,everything you have to pay for,1,0,6.68.1,2025-04-20 00:57:00
0d410491-f7b3-4f24-951e-c07b6248ec19,Brigitte DeBiase,great way to learn to meditate,5,0,6.68.1,2025-04-19 22:30:03
e003842c-9f3d-4abe-ae7e-fd335534cf56,Joe Dunckley,"installed it to open a link to something that sounded interesting advertised on their website. after dismissing dozens of popups about creating accounts and subscribing, the interesting sounding content being advertised turned out not to exist.",1,0,6.68.1,2025-04-19 18:27:35
00cc32a8-7e8a-4177-a53a-6f659829c714,Mitch McNeil,greatest,5,0,6.68.1,2025-04-19 14:33:17
d1debae0-b231-420d-b036-ac75a517ec5d,Shelby Schroeder,was 5/5 but then they changed the cat purring sound to a squeaking purring and wife can't sleep to it anymore. pulling my subscription,1,0,6.67,2025-04-19 12:42:09
2dc767f6-9043-40af-a55b-17c45155d9fa,Pamela,"I dunno 2 mins in the app, and I'm stressed trying to find the ones I can actually listen to compared to the ones that are locked. I just need to breathe and relax in the morning for a few minutes, what my therapist recommended... this was too much for me.",2,0,6.68.1,2025-04-19 08:14:18
9cfc40ff-308a-430f-937f-c84384d2508f,Anchal Tyagi,👩🏻‍💻,3,0,6.68.1,2025-04-19 03:04:29
553d8509-ade7-4847-9d0b-27e11fc4a9cf,Trevor Cochrane,excellent,5,0,6.68.1,2025-04-18 18:22:02
c81998a2-9427-4982-941b-689eae6a47be,Kimberly Cassaday,signed up for the 7 day free trial and immediately was charged $74.88. unbelievable.,1,0,6.68.1,2025-04-18 12:53:41
5a1e83f4-096b-46fa-9fe8-41ceddf96cfd,Mátyás Noémi,more Free music please,4,0,6.67,2025-04-18 12:48:03
f30b7bb4-61b6-48dd-b712-0c1b506ef718,Justin Graham,wanna relax and possibly fall asleep? Calm is your app.,5,0,6.68.1,2025-04-18 08:54:22
1f4c64c5-609a-41f5-b69d-9ffa0c924281,Camisha Andrews,Really time to get in tune.+Have a Great day!,5,0,6.65,2025-04-18 07:57:52
4b73f2ad-f6b3-474e-b591-a81335539b5f,Autumn Moody,"i enjoy it. I just wish there was a bigger selection for sleep. more infinite. more lullaby. more. otherwise, it's a great app.",3,0,6.68.1,2025-04-18 03:42:27
4005cb20-37f6-4eef-a163-cb8b1a9d98b0,Wasif Ahsan,Everything requires a purchase. No free tier. Not recommended.,1,0,,2025-04-18 01:53:27
d6487c54-8631-4932-8695-5ea6aac50601,robert p morrisson,costs way too much for me,1,0,,2025-04-17 20:12:17
2b787b32-82bf-4c50-9ea9-2aa85eba5f07,Elisabeth Cornu,Good sleep stories and sleep music. Love the daily meditation guidance.,5,0,6.68.1,2025-04-17 09:47:35
fbbf536f-12d0-414f-9576-10b0b12a949b,Nicolas Vandenborre,"As a 5 year subscriber, I think the app is really excellent. The content is excellent and been a huge part of my meditation journey. However, for the last 6 months, app performance has been horrible. The worst of any app I have, it barely works anymore. Crashes, loads slowly, acts glitchy, and frankly isn't worth the price if performance doesn't return to the old standards. I try every update for bug fixes to no avail. This doesn't seem to affect others, so I hope I'll find a solution",1,3,6.68.1,2025-04-17 03:26:06
bbc3f456-2234-4a30-9130-c6ac04ffe220,Kim McNeal,wonderful,5,0,6.68.1,2025-04-16 19:02:55
19f29569-6258-4b8e-b731-39f122564d48,Howard Hudson,Overcharged! Nothing calming about that!,1,0,6.68.1,2025-04-16 14:39:51
382d0e4c-ca2b-4556-8cee-adbbc9bac5ef,Earl “Pat” Evans,I put off being a paid subscriber and now I regret it.,5,0,6.68.1,2025-04-16 13:07:59
3803d08f-2112-4ce9-8292-3b849e846b3c,susan laurent-malpass,my phone doesn't work with this app.,1,0,6.68.1,2025-04-16 10:58:27
5c0c6da4-878d-4709-bf7c-4a89ec374aed,Samantha Maynard,"NO FREE VERSION! I am not sure why they advertise as having a 'free version' they do not! You can get a free 7 day TRIAL, then you have to pay. Not 1 sound is free!",1,0,,2025-04-16 06:29:25
161dfb0e-49ae-4054-aec8-cf3f1d6e6cb4,Ruth Uí Ógáin,too expensive for what the app provides. there are better relaxation and meditation tools online for free. Disappointed with this app.,3,0,6.67,2025-04-16 02:55:04
7a3310bd-5c82-4bef-83f4-3b7534802401,Dalvia Mitchell,My sleep guarantee! The meditations put my mind at ease quickly.,5,0,6.68.1,2025-04-16 02:16:40
fcafb172-31fa-4142-a6d4-a0544eb51272,Dillon Potter,"it's an app it remindes you to do things, it's got pretty good holiday theme song to no song just instrumental rights",5,0,6.68.1,2025-04-16 02:06:22
f2032249-bf42-4c8d-a990-e9ffda898ab8,Marissa Brigiotta,"I love the app's amount of content, and navigation has gotten a lot better, but it is missing basic features such as player controls in the lockscreen/notification bar player, and the ability to enter check-ins for prior missed days, or edit prior entries, in case you need to proofread.",2,7,6.68.1,2025-04-15 22:54:02
938fa054-845a-4111-9b95-343134b0101f,Curtis C.,have only delved into the free meditations that they have available and definitely thinking of jumping to premium if I keep up with it. An absolute day shifter thus far.,5,0,6.67,2025-04-15 19:56:59
834ce6a9-8d46-4232-8892-a564a4d603d1,Jocelyn Johnson,"Love the calm app, the one improvement I would like to see is that your most recently visited sessions, series, or whichever are front and center of your landing page.",4,0,6.68.1,2025-04-15 10:11:22
3f333768-d25a-4e03-b2d0-c1ffe85ee667,Jeanne Mills,I want a refund do not want app,1,0,6.67,2025-04-15 10:06:07
d0c7cc04-14c1-4a1a-9596-e64d7aaf50f3,Heather McCollim,the b3st sleep i ever had,5,0,,2025-04-15 02:16:22
53532276-c6bb-4ed6-a05c-a9b2b70daf47,Chonnie Boy,"Reminds me to be Present and to,use my tools!",5,0,6.68.1,2025-04-14 22:41:53
a616a2d6-d59e-41ad-a2ba-7054664240d6,Becca,"As someone who struggles with anxiety and academic stress, this helps a lot",5,0,6.67,2025-04-14 21:00:27
ff8f8e69-2bf7-403e-a073-8c4c276dfc52,Bcon Bcon,Calming,5,0,6.67,2025-04-14 14:17:55
49844c7e-eccb-48e9-81bf-b95508a5bc0f,Laura Pribil,"Great options for finding ways to help untangle the clutter that can happen in my mind. ***To the developer, the mindfulness games should have different rotations of words, places that you can go to for mental escape.",4,0,6.67,2025-04-14 12:01:47
090ac170-a8f5-4a1b-bd3f-b81e089499e2,Roxane Stewart,Fabulous for healing head trauma and stopping a busy mind. highly recommend!,5,0,6.67,2025-04-14 03:53:25
eca7d63f-cd8c-4ab0-b304-68321aad0292,Mr. Herbsch,"Rubbish. Heavily monitised slop. For someone with anxiety, seeing so much of that help locked behind payment options is frustrating. DARE does this so much better with more free content and a better idea of what you're paying for.",1,0,,2025-04-14 01:30:02
5d3aa2b4-227a-45a2-a658-e10603f964b7,أحمد أحمد شوقى,such an amazing app,5,0,,2025-04-14 00:27:13
8f69d2e0-b120-44a2-8a98-066908003ab0,Dave Melton,"blue clear skies this week,made the nites nice, awesome ,clear.",5,0,6.67,2025-04-14 00:01:56
63bdff46-75cc-433d-8226-b18cfaebf899,Rob Hill,Excellent app to help wind down.,5,0,6.67,2025-04-13 23:40:15
6e09688f-fb0e-472a-afe1-12d699f63dc6,James Gwynne,Fantastic.,5,0,6.57,2025-04-13 12:57:28
90b5be33-012e-45de-8d83-08072269611a,Pamela Malley,"Best app! I've had it for years! Meditations, sleep stories, nature...... It's just the best!",5,0,6.67,2025-04-13 08:12:30
0dc5139b-afa5-4a25-ba58-f7d2c790bd58,Justin Welch,this took money I didn't allow to take,1,0,,2025-04-12 23:41:23
b53ab745-2207-40a6-9243-a322dd996fae,Lauren McCabe,I love this app. really helps me sleep and manage anxiety. wish they had more sleep stories and a way to start or save the narrators you like.,5,0,6.67,2025-04-12 14:19:33
8eb65f2b-3b84-4fdb-bf92-3ab5641bcb4c,Rikudou En Sof,"is it possible to not have woke content? this app is lacking masculine energy. well I guess it is to help with stress, not to push to achieve goals.",3,0,6.67,2025-04-12 13:08:14
c585857f-c3ea-4185-a001-680a75b17d9e,LittleBitNorth Alan and Susan Thompson,I use this every night to calm my anxieties and go quickly to sleep. It's working. I will buy it after testing it.,5,0,6.67,2025-04-12 09:08:43
6a5f1d3c-3a8d-437e-9ff6-bf6eba675dd3,Samantha Ohalloran,it's good but lately it keeps not responding and has to be closed. I paid for this so not really worth the money,2,0,6.67,2025-04-12 03:24:45
fa0a7e88-b510-46c6-bc83-4e3a72b53be8,Brian Byers,this is a damn fine app.,5,0,6.67,2025-04-12 00:53:01
fd073841-5abf-404d-bd97-84857036f823,horia dan samoila,"not free, only for 7 days than don't say it's free",1,0,6.67,2025-04-11 19:24:50
b5e62e61-c80b-4a89-bc56-1eb2d9514c07,Teddy Melloy,"It's a greedy, sneaky company. Be careful while trying their ""FREE Trial""",1,0,6.67,2025-04-11 19:06:23
d805abe4-4876-4311-8c05-7cfa684a7355,D.W. Cole,it's great! sleeping so much better!,5,0,6.67,2025-04-11 17:42:14
dc15420f-64ea-4544-9485-e8eba7d31a11,Kalynn Doebel,"Buggy. If I didn't have this for free through my company, I wouldn't purchase it. All I want is rain sounds while I sleep. I set an 8 hr timer and press play. It either turns off or switches to another noisier soundscape midway through the night and wakes me up. It has happened every time I've tried it. Fed up.",5,3,,2025-04-11 08:22:14
db9f69b6-6aef-4eda-b340-5cc4e1c672b8,Nancy Mizinski,Happy to change this review if you sort my payment out. Google pay or Calm have charged me two yearly subscription fees. I have written google play several times but there system keeps telling me I do not qualify for a refund. I have been charged two times and all i am asking is to get a refund one of the two charges. I am at a loss as to why this is so difficult. Please could resolve this double charge payment.,1,4,6.67,2025-04-11 05:07:08
65366e46-de5a-40e6-ae9f-7d92fb6ad746,Carrie E.,So beautiful 🌸,5,0,6.67,2025-04-11 04:06:49
99888870-bb90-465c-a8b5-106e2f34d749,Michelle Wilson,amazing 👏,5,0,6.67,2025-04-11 04:04:13
b95a6cf7-9e05-4154-9b61-2af50c48f7b0,C G,would be 5 stars if it could play in the background with screen off for sleeping,3,0,6.67,2025-04-11 01:07:51
ad567656-51e1-47e8-ba7c-c0853e32f090,Aye,everything is paid. nothing is outside premium. don't waste time.,1,0,,2025-04-10 23:06:00
26075593-29d7-4a2c-9463-4fa3c7d8ea21,Amazing Grace,terrible app there is nothing but bloat ware nothing is free.,1,0,6.67,2025-04-10 22:43:34
d0b5db2a-fada-4203-8735-95e757414790,Sheri Eckhart,"Very disappointed in the ""Thunder"" sounds. The thunderstorm is nothing but rain the same with the rolling thunder sound. Please add some thunder",2,0,,2025-04-10 20:02:46
841e03bf-df8d-4c18-ab3b-a724154a7813,Sam G,"Full of bugs! Frequently, just stops playing a sleep story. I don't know why. My phone is on do no disturb, I have no in coming calls, no text messages, no notifications, etc. Just stops playing. SO FRUSTRATING! I have even un-installed the app and re downloaded SEVERAL times now in hopes of that fixing the issue. Not calming AT ALL!",2,16,6.67,2025-04-10 16:51:04
7ceda3e3-dd80-4992-b902-7d61426d38f3,Rhonda R,Not right for my needs ! CANCEL MY SUBSCRIPTION!!!,1,0,6.67,2025-04-10 09:30:38
d253c3f0-4294-4acb-b3af-15dc766d1048,Ricky Woodhouse,"I love the daily breadth - I feel refreshed and grounded and in my mind, ready to work out and take on the day!! Peace be with you 😂🌷🌞✨😎♈👌",5,0,6.63,2025-04-10 06:29:38
8015b411-9e27-4355-9e1c-0dff47bf18fb,daretodream2k7,They charge a subscription. I'm sorry...im cheap....,2,0,6.67,2025-04-10 03:08:25
2c7bc5a5-5f00-4bc0-a079-6fe631c741b2,Danielle Smith,very calm and relaxing I love it,5,0,6.67,2025-04-10 02:07:59
6bfee6d6-3868-4511-8deb-3addacb029c6,Peter Chapman,trap to set you up to regular payments,1,0,,2025-04-09 14:24:40
4e70bd25-af12-4cf9-80be-790e71c984af,Debra “Princess Brown” Thomas,the BEST ever,5,0,,2025-04-08 20:25:21
59a08d32-705a-4a08-9975-67f2b7760479,G CDW,"I had trouble logging in and needed to change the email associated with my account, but it wouldn't let me. gurrrrrr. Also when I am prompted to fill in a chat box it doesn't let me see what I'm typing. Irritating experience with the app today.",2,0,6.67,2025-04-08 19:59:44
ad4bf40e-4a72-4706-8ddf-e378e0659965,Ben Gosney,"the number of popups and pushes to subscribe as soon as I've opened the app for the first time is incredibly frustrating, especially for an app called Calm!",1,0,4.28,2025-04-08 16:35:06
c7d91bf5-33b7-4b4e-a063-9ec83a24e122,Stacy John,good,5,0,6.67,2025-04-08 14:33:34
c57416c8-089a-4427-9666-5b759c179fde,Brandon Yazz,"Im sure I have sleep apnea, this helps me sometimes. haven't really put much use to app when I need it",5,0,6.67,2025-04-08 08:39:51
ef6ceef1-b468-45ff-92e6-09a28a9463fe,Pay Phillips,nah don't do it. it took like 15 mins of back and forth with canceling the subscription. I was on the free trail and it had given options to not use my cards on file but then had told me I'd be given a years charge on April 10th. tried deleting my account the only thing I could do was go to my management in my literal payment subs in pay store and cancel it. I thought I was getting rain sounds I got pride and prejudice?? weird dude. whole apps wild.,1,0,,2025-04-08 05:59:47
cd74e814-4822-45a4-80c5-8fbc0a95bfc1,Vanessa Ford,I love this app,5,0,6.67,2025-04-08 05:19:18
e74dedc1-a449-415d-a893-438987764508,Theodore Fendick,Relaxes me when my mind is spinning. Great app.,5,0,6.67,2025-04-08 04:16:26
12561b19-758d-4f9a-9c88-27caf97466cf,DaReal OG,amazing,5,0,6.65,2025-04-08 03:46:25
f0f5e4a5-41c1-476a-9099-e7b8d7e5b1ef,Kimberley Scott,Love this xx,5,0,6.67,2025-04-08 03:30:31
fc8c3da7-92a6-4c6f-9a09-ce6a24cb3b9d,Deanne Varner,if you're looking for soundscapes this isn't it,3,0,6.67,2025-04-08 00:01:48
96e94d29-d50d-43fd-a0aa-4e8bfcca0867,Christina's Carriere's,Was very good for my conversations.,5,0,6.65,2025-04-07 22:56:18
1f5618b9-9dfd-46bd-8c03-35510552678b,Craig Preikchat,Terrible! My tablet won't even open the app,1,0,6.67,2025-04-07 18:44:52
a0815a78-8234-4352-9fe6-70834a112290,Shardai Young,I Think I Feel Better About That Calm App.,5,0,6.67,2025-04-07 18:39:54
fb0dc760-efc8-48ba-8dcb-046e4d3ea5f4,Laurie McDermott,"$ 69.00 up front that I don't have. and I am sitting in Urgent Care, finally decided to look into CALM .welll it's FOR THE ELITE AND WEALTHY.",1,1,6.61,2025-04-07 17:56:27
f743963d-dfe3-475c-81eb-ee4c67ff9004,Mandy Danielson,you charged me for it before the trial was up and I DIDN'T WANT IT 😡😡😡😡😡😡😡😡😡😡😡😡😡,1,1,,2025-04-07 13:38:42
6ff2a5e9-5696-4bef-81f7-ce483236c00f,Penny Coleccio,not what I need ... it's not working for me . please discontinue my subscription,2,1,6.67,2025-04-07 11:28:34
c4ede333-2365-43a8-a7b0-e865e35f9674,Robin Williams,i was unsure about the app but now I can't see myself without it,5,0,6.67,2025-04-07 07:05:51
5e312dfb-176d-482d-8be7-36db7b70f8a9,Monzia Khan,basically you cannot listen to anything unless buying the subscription.,1,1,6.67,2025-04-07 05:04:03
495b9468-eb94-4e67-9e4f-7ff465911f99,Phatima Bowens,"This safe space gave me the strength to do a lot these past few years. I love this app so much that if it was possible, I would give it 10 stars❤️",5,0,6.67,2025-04-07 00:58:59
4e1de1f8-e94b-4f79-b280-8e5b9ed572f2,DENNIS,"This techniques will change me as soon as I'm ready to go forward with [he changes that I'll adjust. It takes lot's of time until you'ready , but once you start it's going to be the best thing for",5,0,6.67,2025-04-06 07:25:31
01e8c1cf-097d-409b-b079-5aaab2fdba80,human adam,not free,1,0,6.67,2025-04-06 02:55:23
29e3eadc-09ae-4bce-a790-adcf52968457,Kass,"I have a premium account, and it continues to try and get me to sign up. So beyond annoying.",1,0,,2025-04-06 02:52:46
08d79376-000e-4aec-bcdd-5d9db7d2df1a,M. S.,"Is NOT free! Everything I clicked try charging me a fee to sign up for a membership. Everything offered is what the KJV bible offers just in God's words & is truly free, as well the pray daily app is free that allows you talk therapy for advice, life, prayers with a priest or pastor for & has daily quizes as well verses is what truly changed my life. I thought to see what this was of a suggestion ad & yep waste",1,0,,2025-04-06 01:18:14
6bf7e2ce-75c1-4ed6-99ef-d1cf5a529a00,Scott co,It's not worth what google charges.,1,0,,2025-04-05 16:34:51
3d5e0bb7-9cbf-411a-bf80-9c854bfac894,Randy Hughes,really cool!,4,0,6.67,2025-04-05 15:49:10
